ClinicID,ClinicName,ClinicLocation,DoctorID,DoctorsName,DoctorsSurname,DoctorsType,DoctorsCostOfAdmission,AppointmentsDay,AppointmentsTime,PatientID,PatientName,PatientSurname,PatientEmail,PatientContactNumber
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,26,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,26,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,26,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,26,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,27,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,27,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,27,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,27,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,27,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,27,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,27,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,27,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,27,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,28,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,28,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,28,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,28,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,28,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,28,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,28,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,28,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,28,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,29,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,29,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,29,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100.0,29,11:00,0,null,null,example@gmail.com,example@gmail
