ClinicID,ClinicName,ClinicLocation,DoctorID,DoctorsName,DoctorsSurname,DoctorsType,DoctorsCostOfAdmission,AppointmentsDay,AppointmentsTime,PatientID,PatientName,PatientSurname,PatientEmail,PatientContactNumber
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,25,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,25,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,25,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,25,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,25,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,25,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,26,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,26,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,26,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,26,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,26,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,26,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,26,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,26,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,26,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,27,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,27,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,27,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,27,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,27,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,27,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,27,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,27,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,27,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,28,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,28,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,28,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,28,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,28,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,28,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,28,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,28,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,28,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,29,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,29,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,29,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,29,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,29,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,29,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,29,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,29,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,29,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,30,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,30,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,30,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,30,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,30,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,30,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,30,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,30,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1234,Alice,Johnson,Neurologist,100,30,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,24,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,24,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,24,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,24,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,24,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,24,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,24,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,24,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,24,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,25,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,25,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,25,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,25,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,25,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,25,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,25,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,25,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,25,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,26,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,26,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,26,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,26,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,26,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,26,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,26,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,26,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,26,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,27,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,27,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,27,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,27,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,27,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,27,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,27,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,27,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,27,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,28,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,28,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,28,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,28,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,28,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,28,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,28,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,28,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,28,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,29,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,29,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,29,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,29,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,29,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,29,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,29,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,29,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,29,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,30,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,30,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,30,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,30,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,30,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,30,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,30,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,30,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1345,Bob,Smith,Gastroenterologist,150,30,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,24,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,24,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,24,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,24,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,24,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,24,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,24,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,24,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,24,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,25,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,25,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,25,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,25,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,25,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,25,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,25,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,25,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,25,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,26,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,26,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,26,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,26,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,26,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,26,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,26,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,26,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,26,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,27,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,27,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,27,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,27,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,27,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,27,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,27,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,27,15:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,27,16:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,28,08:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,28,09:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,28,10:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,28,11:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,28,12:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,28,13:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,28,14:00,0,null,null,example@gmail.com,example@gmail.com
14311554,Central Family Clinic,"123 Main Street, Anytown, CA 12345",1245,Charlie,Brown,Cardiology,120,28,15:00,0,null,null,example@gmail.com,example@gmail.com
